,Symbol,Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E,EPS (dil TTM),EPS Growth (TTM YoY),Div Yield % TTM,Sector,Analyst Rating
182,ALLR,"Allarity Therapeutics, Inc.",1.39,−5.44%,139277.0,0.86,1964000.0,—,"−2,221.83 USD",+99.75%,0.00%,Health technology,—
183,ALLT,Allot Ltd.,2.91,+4.30%,28913.0,0.63,111866000.0,—,−0.96 USD,+30.85%,0.00%,Electronic technology,Strong buy
184,ALLY,Ally Financial Inc.,35.66,+1.57%,4720000.0,1.71,10865000000.0,15.39,2.32 USD,—,3.37%,Finance,Buy
185,ALMS,Alumis Inc.,10.35,+0.58%,50107.0,0.53,488710000.0,—,—,—,0.00%,Health technology,Strong buy
186,ALNT,Allient Inc.,18.95,+2.88%,69925.0,0.66,319196000.0,16.31,1.16 USD,−19.69%,0.63%,Producer manufacturing,Buy
187,ALNY,"Alnylam Pharmaceuticals, Inc.",284.32,+2.05%,618135.0,1.03,36501000000.0,—,−0.60 USD,+93.02%,0.00%,Health technology,Buy
188,ALOT,"AstroNova, Inc.",14.35,−1.85%,8132.999999999999,0.83,107920000.0,17.08,0.84 USD,+603.69%,0.00%,Electronic technology,—
189,ALPP,"Alpine 4 Holdings, Inc.",0.342,−2.84%,22820.0,0.64,9253000.0,—,—,—,0.00%,Electronic technology,—
190,ALRM,"Alarm.com Holdings, Inc.",53.85,+0.98%,368596.0,1.11,2652000000.0,26.83,2.01 USD,+60.03%,0.00%,Technology services,Buy
191,ALRN,"Aileron Therapeutics, Inc.",3.62,+6.47%,16711.0,0.44,78430000.0,—,−3.25 USD,+15.65%,0.00%,Health technology,Strong buy
192,ALRS,Alerus Financial Corporation,23.23,+2.33%,155866.0,0.85,589089000.0,65.42,0.36 USD,—,3.36%,Finance,Buy
193,ALSA,Alpha Star Acquisition Corporation,11.71,+0.26%,4831.0,4.90,48105000.0,33.00,0.35 USD,+37.73%,0.00%,Finance,—
194,ALSN,"Allison Transmission Holdings, Inc.",100.25,+2.09%,604123.0,0.81,8736000000.0,13.04,7.69 USD,+14.11%,0.98%,Producer manufacturing,Neutral
195,ALT,"Altimmune, Inc.",6.3,+4.65%,1872000.0,0.95,447747000.0,—,−1.62 USD,+0.53%,0.00%,Health technology,Buy
196,ALTG,Alta Equipment Group Inc.,6.14,+6.60%,228170.0,1.08,203188000.0,—,−0.64 USD,−532.52%,3.71%,Distribution services,Buy
197,ALTI,"AlTi Global, Inc.",3.73,−3.12%,113371.0,0.63,521549999.99999994,—,−1.98 USD,−137.52%,0.00%,Finance,—
198,ALTM,Arcadium Lithium plc,5.56,+0.54%,40228000.0,0.60,5979000000.0,—,—,—,0.00%,Non-energy minerals,Buy
199,ALTO,"Alto Ingredients, Inc.",1.66,−0.60%,284148.0,1.13,126969000.0,—,−0.53 USD,+43.20%,0.00%,Process industries,Strong buy
200,ALTR,Altair Engineering Inc.,94.82,−0.19%,306737.0,1.17,8048999999.999999,314.60,0.30 USD,—,0.00%,Technology services,Buy
201,ALTS,ALT5 Sigma Corporation,1.81,+3.43%,124127.0,0.94,23112000.0,—,−3.19 USD,+36.23%,0.00%,Industrial services,—
202,ALUR,"Allurion Technologies, Inc.",0.6902,−2.10%,85298.0,0.50,44428000.0,—,−0.88 USD,+73.40%,0.00%,Health technology,Strong buy
203,ALV,"Autoliv, Inc.",95.24,+1.14%,458449.0,0.57,7627000000.0,12.68,7.51 USD,+67.65%,2.86%,Producer manufacturing,Buy
204,ALVO,Alvotech,12.45,−3.11%,154778.0,1.20,3753000000.0,—,−2.33 USD,−40.45%,0.00%,Health technology,Buy
205,ALVR,"AlloVir, Inc.",0.84,+3.40%,236558.0,1.45,95256000.0,—,−1.23 USD,+32.62%,0.00%,Health technology,Sell
206,ALXO,ALX Oncology Holdings Inc.,1.54,+6.94%,560482.0,1.19,81115000.0,—,−3.64 USD,−13.85%,0.00%,Health technology,Buy
207,ALZN,"Alzamend Neuro, Inc.",1.66,+3.75%,118368.0,1.01,7429000.0,—,−10.69 USD,+54.63%,0.00%,Health technology,Strong buy
208,AM,Antero Midstream Corporation,15.61,+1.17%,4371000.0,1.93,7512000000.0,19.48,0.80 USD,+13.44%,5.77%,Industrial services,Neutral
209,AMAL,Amalgamated Financial Corp.,32.9,+3.65%,167323.0,1.41,1008000000.0,10.20,3.22 USD,—,1.34%,Finance,Strong buy
210,AMAT,"Applied Materials, Inc.",205.06,+0.54%,2604000.0,0.57,169052000000.0,23.04,8.90 USD,+17.33%,0.70%,Producer manufacturing,Buy
211,AMBA,"Ambarella, Inc.",59.64,+1.39%,295092.0,0.70,2462000000.0,—,−4.32 USD,−73.06%,0.00%,Electronic technology,Buy
212,AMBC,"Ambac Financial Group, Inc.",11.25,+1.63%,422039.0,0.81,533711000.0,7.13,1.58 USD,−84.63%,0.00%,Finance,Strong buy
213,AMBI,Ambipar Emergency Response,5.91,+6.10%,1295.0,0.13,327590000.0,—,—,—,0.00%,Industrial services,—
214,AMBP,Ardagh Metal Packaging S.A.,3.73,0.00%,836026.0,0.86,2229000000.0,—,−0.10 USD,−188.78%,10.72%,Process industries,Neutral
215,AMC,"AMC Entertainment Holdings, Inc.",4.17,−0.48%,7126000.0,0.91,1553000000.0,—,−1.48 USD,+74.22%,0.00%,Consumer services,Sell
216,AMCR,Amcor plc,11.19,+0.81%,5376000.0,0.83,16172999999.999998,22.21,0.50 USD,−28.49%,4.47%,Process industries,Neutral
217,AMCX,AMC Networks Inc.,7.98,+0.38%,586604.0,0.73,351903000.0,6.08,1.31 USD,—,0.00%,Consumer services,Sell
218,AMD,"Advanced Micro Devices, Inc.",167.89,+2.26%,42132000.0,1.16,271726999999.99997,202.30,0.83 USD,—,0.00%,Electronic technology,Strong buy
219,AME,"AMETEK, Inc.",170.39,+0.88%,1171000.0,0.82,39451000000.0,29.68,5.74 USD,+7.46%,0.64%,Producer manufacturing,Buy
220,AMED,Amedisys Inc,96.33,−0.25%,122036.0,0.31,3154000000.0,34.50,2.79 USD,"+3,981.58%",0.00%,Health services,Neutral
221,AMG,"Affiliated Managers Group, Inc.",188.0,+0.95%,112000.0,0.74,5605000000.0,11.05,17.02 USD,−36.78%,0.02%,Finance,Buy
222,AMGN,Amgen Inc.,328.35,+2.29%,1567000.0,0.90,176432000000.0,56.57,5.80 USD,−60.86%,2.70%,Health technology,Buy
223,AMIX,"Autonomix Medical, Inc.",0.591,+0.66%,50626.0,0.81,13615000.0,—,—,—,0.00%,Health technology,Strong buy
224,AMKR,"Amkor Technology, Inc.",30.92,+2.32%,752188.0,0.59,7618000000.0,20.34,1.52 USD,−35.42%,1.02%,Electronic technology,Buy
225,AMLX,"Amylyx Pharmaceuticals, Inc.",3.55,+2.60%,1069000.0,1.05,241693000.0,—,−2.45 USD,−98.63%,0.00%,Health technology,Neutral
226,AMN,AMN Healthcare Services Inc,39.62,+2.75%,564021.0,0.60,1506000000.0,15.28,2.59 USD,−65.67%,0.00%,Commercial services,Buy
227,AMP,"Ameriprise Financial, Inc.",502.5,+2.27%,369636.0,0.87,49340000000.0,17.21,29.19 USD,+37.06%,1.13%,Finance,Buy
228,AMPG,"Amplitech Group, Inc.",0.8002,+0.46%,24909.0,0.89,7780000.0,—,−0.79 USD,−453.52%,0.00%,Electronic technology,Strong buy
229,AMPH,"Amphastar Pharmaceuticals, Inc.",47.57,+2.77%,302018.0,1.18,2316000000.0,15.16,3.14 USD,+61.02%,0.00%,Health technology,Buy
230,AMPL,"Amplitude, Inc.",8.53,−0.12%,261322.99999999997,0.73,1054000000.0,—,−0.67 USD,+23.59%,0.00%,Technology services,Neutral
231,AMPS,"Altus Power, Inc.",3.02,+9.82%,1073000.0,1.41,483169000.0,21.90,0.14 USD,—,0.00%,Utilities,Buy
232,AMPX,"Amprius Technologies, Inc.",1.35,+17.39%,2481000.0,1.27,149920000.0,—,−0.45 USD,−31.45%,0.00%,Producer manufacturing,Strong buy
233,AMPY,Amplify Energy Corp.,7.04,+2.03%,245352.0,0.82,279788000.0,10.73,0.66 USD,−93.95%,0.00%,Energy minerals,Strong buy
234,AMR,"Alpha Metallurgical Resources, Inc.",224.2,−0.67%,130228.00000000001,0.72,2918000000.0,6.67,33.62 USD,−40.83%,0.87%,Energy minerals,Buy
235,AMRC,"Ameresco, Inc.",34.8,+4.76%,204344.0,0.89,1824000000.0,32.50,1.07 USD,+8.22%,0.00%,Industrial services,Buy
236,AMRK,"A-Mark Precious Metals, Inc.",41.93,+1.43%,197858.0,0.84,971466000.0,15.25,2.75 USD,−56.69%,1.91%,Finance,Buy
237,AMRX,"Amneal Pharmaceuticals, Inc.",8.57,+1.30%,720820.0,0.73,2653000000.0,—,−0.62 USD,"−4,029.80%",0.00%,Health technology,Buy
238,AMS,American Shared Hospital Services,3.18,−1.59%,7423.0,0.22,20247000.0,4.92,0.65 USD,+540.59%,0.00%,Finance,—
239,AMSC,American Superconductor Corporation,24.0,+8.25%,1215000.0,1.15,919098000.0,—,−0.26 USD,+76.95%,0.00%,Producer manufacturing,Strong buy
240,AMSF,"AMERISAFE, Inc.",49.0,+0.72%,125511.0,1.03,934346000.0,16.49,2.97 USD,−12.27%,2.96%,Finance,Neutral
241,AMST,Amesite Inc.,2.45,+5.13%,5699.0,0.28,6841000.0,—,−1.73 USD,−1.45%,0.00%,Technology services,—
242,AMTB,Amerant Bancorp Inc.,20.17,+2.59%,278411.0,1.09,849377000.0,33.42,0.60 USD,—,1.78%,Finance,Buy
243,AMTM,"Amentum Holdings, Inc.",26.9,+3.50%,2140000.0,0.35,,—,—,—,—,Technology services,—
244,AMTX,"Aemetis, Inc",2.78,+6.51%,600229.0,0.79,131207000.0,—,−1.09 USD,+72.57%,0.00%,Process industries,Buy
245,AMWD,American Woodmark Corporation,92.29,+1.79%,136247.0,0.92,1430000000.0,13.69,6.74 USD,+0.74%,0.00%,Producer manufacturing,Buy
246,AMWL,American Well Corporation,10.22,+1.29%,27134.0,0.65,153208000.0,—,−21.21 USD,+52.23%,0.00%,Technology services,Neutral
247,AMZN,"Amazon.com, Inc.",188.82,+1.16%,25751000.0,0.78,1982000000000.0,45.24,4.17 USD,+231.92%,0.00%,Retail trade,Strong buy
248,AN,"AutoNation, Inc.",165.32,+1.09%,551242.0,1.25,6560000000.0,9.05,18.27 USD,−24.20%,0.00%,Retail trade,Buy
249,ANAB,"AnaptysBio, Inc.",33.22,+3.81%,259101.0,0.94,1002999999.9999999,—,−6.34 USD,−22.07%,0.00%,Health technology,Strong buy
250,ANDE,"The Andersons, Inc.",48.98,+0.60%,95243.0,0.87,1669000000.0,16.41,2.98 USD,+19.33%,1.54%,Commercial services,Strong buy
251,ANEB,"Anebulo Pharmaceuticals, Inc.",1.88,+0.53%,1040.0,0.11,48754000.0,—,−0.32 USD,+31.95%,0.00%,Health technology,Strong buy
252,ANET,"Arista Networks, Inc.",416.93,+1.75%,1684000.0,1.25,130979999999.99998,54.04,7.72 USD,+42.39%,0.00%,Electronic technology,Buy
253,ANF,Abercrombie & Fitch Company,149.75,+4.54%,1341000.0,0.79,7649000000.0,15.88,9.43 USD,+342.94%,0.00%,Retail trade,Buy
254,ANGH,Anghami Inc.,0.8295,−0.06%,4783.0,0.23,24644000.0,—,—,—,0.00%,Technology services,—
255,ANGI,Angi Inc.,2.57,+4.05%,263115.0,0.88,1282000000.0,—,−0.02 USD,+91.29%,0.00%,Technology services,Buy
256,ANGO,"AngioDynamics, Inc.",6.4,+4.23%,668529.0,0.72,260059000.00000003,—,−6.04 USD,"−4,094.57%",0.00%,Health technology,Strong buy
257,ANIK,Anika Therapeutics Inc.,25.38,+0.51%,28039.0,0.50,375541000.0,—,−5.06 USD,−234.43%,0.00%,Health technology,Strong buy
258,ANIP,"ANI Pharmaceuticals, Inc.",57.14,+3.70%,114560.0,0.56,1202000000.0,46.72,1.22 USD,—,0.00%,Health technology,Buy
259,ANIX,"Anixa Biosciences, Inc.",3.01,0.00%,40083.0,1.04,96860000.0,—,−0.39 USD,−13.84%,0.00%,Health technology,Strong buy
260,ANNX,"Annexon, Inc.",7.38,+5.13%,2569000.0,2.17,779726000.0,—,−1.22 USD,+38.27%,0.00%,Health technology,Strong buy
261,ANRO,"Alto Neuroscience, Inc.",13.54,+14.65%,830454.0,2.26,365024000.0,—,—,—,0.00%,Health technology,Strong buy
262,ANSC,Agriculture & Natural Solutions Acquisition Corporation,10.36,0.00%,34595.0,0.14,446775000.0,58.14,0.18 USD,—,0.00%,Finance,—
263,ANSS,"ANSYS, Inc.",330.03,+0.33%,267097.0,0.76,28840000000.0,58.40,5.65 USD,−5.73%,0.00%,Technology services,Neutral
264,ANTX,"AN2 Therapeutics, Inc.",1.05,+0.96%,140605.0,1.18,31335000.0,—,−2.26 USD,+19.09%,0.00%,Health technology,Neutral
265,ANVS,"Annovis Bio, Inc.",7.93,−0.88%,167433.0,1.20,103518000.0,—,−4.51 USD,−26.44%,0.00%,Health technology,Strong buy
266,ANY,Sphere 3D Corp.,0.8648,+0.99%,159858.0,0.65,17939000.0,—,−1.24 USD,+91.67%,0.00%,Technology services,Strong buy
267,AON,Aon plc,355.15,+0.42%,584731.0,0.66,77154000000.0,28.41,12.50 USD,−2.64%,0.73%,Finance,Neutral
268,AORT,"Artivion, Inc.",25.92,+1.89%,134095.0,0.59,1086000000.0,—,−0.21 USD,+70.12%,0.00%,Health technology,Strong buy
269,AOS,A.O. Smith Corporation,80.87,−6.25%,2379000.0,2.46,11795000000.0,20.91,3.87 USD,+116.67%,1.58%,Producer manufacturing,Neutral
270,AOSL,Alpha and Omega Semiconductor Limited,38.56,+7.41%,215557.0,1.37,1119000000.0,—,−0.40 USD,−205.94%,0.00%,Electronic technology,Buy
271,AOUT,"American Outdoor Brands, Inc.",9.54,+3.70%,37448.0,1.74,122867000.0,—,−0.82 USD,−3.69%,0.00%,Consumer durables,Strong buy
272,AP,Ampco-Pittsburgh Corporation,1.78,+1.71%,27194.0,0.57,35768000.0,—,−2.12 USD,"−2,887.88%",0.00%,Non-energy minerals,—
273,APA,APA Corporation,27.07,+0.78%,4184999.9999999995,0.62,10013000000.0,2.96,9.16 USD,+96.37%,3.69%,Energy minerals,Neutral
274,APAM,Artisan Partners Asset Management Inc.,43.41,+2.36%,344441.0,1.04,3489000000.0,13.34,3.25 USD,+12.33%,6.10%,Finance,Neutral
275,APCX,AppTech Payments Corp.,0.7301,+10.96%,133966.0,0.80,19846000.0,—,−0.56 USD,+52.16%,0.00%,Finance,—
276,APD,"Air Products and Chemicals, Inc.",316.66,+0.65%,775755.0,0.45,70398000000.0,27.52,11.51 USD,+17.63%,2.22%,Process industries,Buy
277,APDN,"Applied DNA Sciences, Inc.",0.315,−1.87%,2612000.0,0.53,3244000.0,—,−11.94 USD,−9.81%,0.00%,Health technology,Neutral
278,APEI,"American Public Education, Inc.",14.07,+1.66%,93904.0,0.77,249063000.0,57.62,0.24 USD,—,0.00%,Consumer services,Buy
279,APG,APi Group Corporation,33.15,+1.87%,868922.0,0.54,9239000000.0,—,−2.02 USD,−776.01%,0.00%,Industrial services,Buy
280,APGE,"Apogee Therapeutics, Inc.",56.94,+5.62%,252527.0,0.61,3330000000.0,—,−2.28 USD,—,0.00%,Health technology,Strong buy
281,APH,Amphenol Corporation,65.56,+1.55%,5249000.0,0.84,78953000000.0,39.06,1.68 USD,+9.18%,0.76%,Electronic technology,Buy
282,APLD,Applied Digital Corporation,7.28,+5.66%,9088000.0,0.72,1568000000.0,—,−1.16 USD,−114.49%,0.00%,Technology services,Strong buy
283,APLM,Apollomics Inc.,0.14,+4.63%,265696.0,0.22,15213000.0,—,−0.62 USD,"−1,462.47%",0.00%,Health technology,—
284,APLS,"Apellis Pharmaceuticals, Inc.",27.14,+1.76%,2446000.0,0.63,3305000000.0,—,−2.74 USD,+53.05%,0.00%,Health technology,Buy
285,APLT,"Applied Therapeutics, Inc.",8.57,+4.51%,1326000.0,0.70,984233000.0,—,—,—,0.00%,Health technology,Strong buy
286,APM,Aptorum Group Limited,1.69,−2.60%,12555.0,0.56,8731000.0,—,—,—,0.00%,Health technology,—
287,APO,"Apollo Global Management, Inc. (New)",140.21,+1.66%,2717000.0,0.73,79854000000.0,15.06,9.31 USD,+336.13%,1.27%,Finance,Buy
288,APOG,"Apogee Enterprises, Inc.",78.22,+1.52%,319146.0,1.26,1716000000.0,16.50,4.74 USD,+4.34%,1.27%,Producer manufacturing,Neutral
289,APP,Applovin Corporation,147.0,+1.49%,4038000.0000000005,1.23,49135000000.0,62.29,2.36 USD,"+4,222.34%",0.00%,Technology services,Buy
290,APPF,"AppFolio, Inc.",226.27,+1.85%,281391.0,1.38,8537000000.000001,66.29,3.41 USD,—,0.00%,Technology services,Strong buy
291,APPN,Appian Corporation,31.31,−2.55%,548555.0,1.72,2265000000.0,—,−1.49 USD,+31.07%,0.00%,Technology services,Neutral
292,APPS,"Digital Turbine, Inc.",3.49,+17.91%,5736000.0,2.15,358688000.0,—,−4.31 USD,"−6,055.43%",0.00%,Technology services,Neutral
293,APRE,"Aprea Therapeutics, Inc.",2.6,+2.36%,39497.0,1.05,14123000.0,—,−3.03 USD,+86.77%,0.00%,Health technology,Strong buy
294,APT,"Alpha Pro Tech, Ltd.",5.75,−1.37%,4045.0,0.19,64248999.99999999,14.01,0.41 USD,+81.80%,0.00%,Process industries,—
295,APTO,"Aptose Biosciences, Inc.",0.366,−0.22%,57236.0,0.91,6628000.0,—,−4.38 USD,+43.73%,0.00%,Health technology,—
296,APTV,Aptiv PLC,71.29,+0.76%,1753000.0,0.67,18946000000.0,5.39,13.23 USD,+302.10%,0.00%,Producer manufacturing,Buy
297,APVO,Aptevo Therapeutics Inc.,0.1455,−2.87%,545383.0,1.02,1371000.0,—,−47.12 USD,+64.90%,0.00%,Health technology,Strong buy
298,APWC,Asia Pacific Wire & Cable Corporation Limited,1.59,+1.92%,7207.0,0.72,32780000.0,—,—,—,0.00%,Electronic technology,—
299,APXI,APx Acquisition Corp. I,11.72,0.00%,,0.00,116147000.0,63.11,0.19 USD,+39.94%,0.00%,Finance,—
300,APYX,Apyx Medical Corporation,1.18,−1.67%,5796.0,0.22,40880000.0,—,−0.82 USD,−73.84%,0.00%,Health technology,Buy
301,AQB,"AquaBounty Technologies, Inc.",1.13,−1.74%,20385.0,1.29,4368000.0,—,−19.77 USD,−187.13%,0.00%,Health technology,Neutral
302,AQMS,"Aqua Metals, Inc.",0.1653,+3.38%,1002000.0,1.31,22547000.0,—,−0.24 USD,−12.07%,0.00%,Non-energy minerals,Strong buy
303,AQST,"Aquestive Therapeutics, Inc.",4.89,+4.04%,794131.0,0.59,445282000.0,—,−0.35 USD,+21.86%,0.00%,Health technology,Strong buy
304,AQU,Aquaron Acquisition Corp.,11.0,−0.90%,1500.0,1.59,50085000.0,70.88,0.16 USD,+72.06%,0.00%,Finance,—
305,AR,Antero Resources Corporation,29.25,+1.39%,2575000.0,0.69,9097000000.0,109.22,0.27 USD,−93.96%,0.00%,Energy minerals,Buy
306,ARAY,Accuray Incorporated,1.83,+2.23%,215684.0,0.40,183501000.0,—,−0.16 USD,−61.87%,0.00%,Health technology,Strong buy
307,ARBB,ARB IOT Group Limited,0.2549,−2.84%,52277.0,2.01,6739000.0,—,—,—,0.00%,Technology services,—
308,ARBE,Arbe Robotics Ltd.,2.0,−0.99%,110898.0,1.41,156443000.0,—,−0.58 USD,+14.62%,0.00%,Producer manufacturing,Strong buy
309,ARC,"ARC Document Solutions, Inc.",3.39,0.00%,51943.0,0.33,146659000.0,18.63,0.18 USD,−33.33%,5.90%,Commercial services,Strong buy
310,ARCB,ArcBest Corporation,105.95,+4.33%,170669.0,0.63,2505000000.0,20.12,5.26 USD,−21.04%,0.45%,Transportation,Buy
311,ARCC,Ares Capital Corporation,21.32,+0.90%,2874000.0,0.94,13440000000.0,7.49,2.84 USD,+75.16%,9.01%,Finance,Buy
312,ARCH,"Arch Resources, Inc.",145.8,+0.86%,163499.0,0.55,2639000000.0,10.59,13.77 USD,−70.01%,0.69%,Energy minerals,Buy
313,ARCO,Arcos Dorados Holdings Inc.,9.73,+1.04%,2029000.0,1.24,2049999999.9999998,12.01,0.81 USD,+2.08%,2.26%,Consumer services,Strong buy
314,ARCT,Arcturus Therapeutics Holdings Inc.,21.46,+4.12%,366459.0,1.03,580327000.0,—,−2.57 USD,−188.81%,0.00%,Health technology,Strong buy
315,ARDT,"Ardent Health Partners, Inc.",18.98,+4.75%,215418.0,0.57,2710000000.0,—,—,—,0.00%,Health services,Strong buy
316,ARDX,"Ardelyx, Inc.",6.04,0.00%,3008000.0,0.81,1422000000.0,—,−0.28 USD,+4.68%,0.00%,Health technology,Strong buy
317,AREB,"American Rebel Holdings, Inc.",2.47,+4.22%,102080.0,0.16,2679000.0,—,−18.55 USD,+81.65%,0.00%,Consumer non-durables,—
318,AREC,American Resources Corporation,1.13,0.00%,333679.0,0.87,87487000.0,—,−0.26 USD,"−131,350.00%",0.00%,Energy minerals,Strong buy
319,AREN,"The Arena Group Holdings, Inc.",0.763,−0.92%,8369.0,0.72,22578000.0,—,−4.90 USD,−37.44%,0.00%,Technology services,—
320,ARES,Ares Management Corporation,161.95,+2.62%,1196000.0,0.67,32119999999.999996,81.85,1.98 USD,+22.26%,2.20%,Finance,Buy
321,ARHS,"Arhaus, Inc.",10.52,+1.45%,986567.0,0.63,1479000000.0,16.74,0.63 USD,−44.43%,0.00%,Consumer durables,Buy
322,ARIS,"Aris Water Solutions, Inc.",17.4,+1.99%,177430.0,0.85,1010999999.9999999,23.14,0.75 USD,+125.49%,2.24%,Utilities,Buy
323,ARKO,ARKO Corp.,7.13,+3.94%,408946.0,1.59,825449000.0,28.09,0.25 USD,−26.99%,1.68%,Retail trade,Buy
324,ARKR,Ark Restaurants Corp.,11.8,−0.42%,2400.0,0.41,42529000.0,—,−2.73 USD,−291.04%,6.36%,Consumer services,—
325,ARL,"American Realty Investors, Inc.",15.71,+0.26%,,0.11,253749000.0,67.08,0.23 USD,−98.91%,0.00%,Finance,—
326,ARLO,"Arlo Technologies, Inc.",11.07,+3.07%,729279.0,1.03,1106000000.0,—,−0.22 USD,+65.74%,0.00%,Electronic technology,Strong buy
327,ARLP,"Alliance Resource Partners, L.P.",25.27,+0.12%,199975.0,0.93,3236000000.0,6.25,4.04 USD,−28.19%,11.08%,Energy minerals,Strong buy
328,ARMK,Aramark,38.11,+1.60%,794314.0,0.53,10040000000.0,29.15,1.31 USD,−37.05%,1.00%,Consumer services,Buy
329,ARMP,"Armata Pharmaceuticals, Inc.",2.37,+0.85%,9814.0,1.95,85754000.0,—,−2.35 USD,−129.48%,0.00%,Health technology,Strong buy
330,AROC,"Archrock, Inc.",21.38,+0.90%,756099.0,0.67,3759000000.0,24.22,0.88 USD,+108.38%,3.04%,Industrial services,Strong buy
331,AROW,Arrow Financial Corporation,28.87,+3.74%,25292.0,1.07,483072000.0,15.38,1.88 USD,—,3.74%,Finance,Neutral
332,ARQ,"Arq, Inc.",5.41,+2.85%,182648.0,0.83,223346000.0,—,−0.12 USD,+85.79%,0.00%,Process industries,Strong buy
333,ARQQ,Arqit Quantum Inc.,4.19,+8.83%,50564.0,0.57,51392000.0,—,−0.58 USD,+69.83%,0.00%,Technology services,Strong buy
334,ARQT,"Arcutis Biotherapeutics, Inc.",9.79,+0.10%,2111000.0,1.28,1144000000.0,—,−2.18 USD,+60.54%,0.00%,Health technology,Strong buy
335,ARRY,"Array Technologies, Inc.",7.16,+9.82%,6070000.0,1.32,1088000000.0,65.33,0.11 USD,−78.34%,0.00%,Electronic technology,Buy
336,ARTL,"Artelo Biosciences, Inc.",1.11,+1.83%,8101.000000000001,1.72,3583000.0,—,−3.32 USD,−0.56%,0.00%,Health technology,Strong buy
337,ARTNA,Artesian Resources Corporation,35.73,+0.90%,15141.0,0.77,368098000.0,20.10,1.78 USD,+3.01%,3.28%,Utilities,Strong buy
338,ARTV,"Artiva Biotherapeutics, Inc.",15.1,+6.71%,102322.0,1.49,366736000.0,—,—,—,0.00%,Health technology,Strong buy
339,ARTW,"Art's-Way Manufacturing Co., Inc.",1.67,−2.37%,61493.0,1.75,8400000.0,—,−0.17 USD,−224.10%,0.00%,Producer manufacturing,—
340,ARVN,"Arvinas, Inc.",26.13,+4.48%,696072.0,1.22,1794000000.0,—,−5.17 USD,+7.38%,0.00%,Health technology,Strong buy
341,ARW,"Arrow Electronics, Inc.",133.57,+0.75%,196892.0,0.65,7072000000.0,12.61,10.60 USD,−46.09%,0.00%,Distribution services,Neutral
342,ARWR,"Arrowhead Pharmaceuticals, Inc.",18.44,+4.18%,967353.0,0.88,2292000000.0,—,−4.65 USD,−172.17%,0.00%,Health technology,Buy
343,AS,"Amer Sports, Inc.",19.56,+0.36%,2440000.0,0.96,9883000000.0,—,−0.26 USD,—,0.00%,Consumer durables,Strong buy
344,ASAN,"Asana, Inc.",11.96,+1.10%,1382000.0,0.82,2729000000.0,—,−1.15 USD,+25.56%,0.00%,Technology services,Neutral
345,ASB,Associated Banc-Corp,21.89,+2.58%,1240000.0,1.22,3303000000.0,18.81,1.16 USD,—,4.02%,Finance,Neutral
346,ASC,Ardmore Shipping Corporation,17.67,+0.68%,267307.0,0.66,739342000.0,5.05,3.50 USD,+6.01%,6.00%,Transportation,Strong buy
347,ASGN,ASGN Incorporated,96.41,+2.21%,182717.0,0.86,4319000000.0,23.39,4.12 USD,−13.44%,0.00%,Technology services,Neutral
348,ASH,Ashland Inc.,85.75,+1.16%,218026.0,0.61,4187000000.0000005,27.68,3.10 USD,—,1.84%,Consumer non-durables,Buy
349,ASIX,AdvanSix Inc.,30.68,+0.10%,97744.0,0.79,819553000.0,100.76,0.30 USD,−92.21%,2.09%,Process industries,Buy
350,ASLE,AerSale Corporation,4.85,+6.59%,418601.0,0.73,258055999.99999997,—,−0.03 USD,+57.78%,0.00%,Distribution services,Buy
351,ASMB,"Assembly Biosciences, Inc.",17.46,+8.79%,46722.0,2.05,110793000.0,—,−8.92 USD,+54.42%,0.00%,Health technology,Buy
352,ASNS,"Actelis Networks, Inc.",1.34,−4.29%,290778.0,1.43,8064000.0,—,−1.51 USD,+67.26%,0.00%,Electronic technology,—
353,ASO,"Academy Sports and Outdoors, Inc.",54.39,+2.39%,1060000.0,0.89,3824000000.0,8.39,6.48 USD,−4.48%,0.77%,Retail trade,Buy
354,ASPI,ASP Isotopes Inc.,3.05,+7.77%,586868.0,0.69,203395000.0,—,−0.62 USD,−70.99%,0.00%,Health technology,Strong buy
355,ASPN,"Aspen Aerogels, Inc.",23.1,+5.00%,2315000.0,0.90,1781000000.0,—,−0.01 USD,+99.48%,0.00%,Process industries,Strong buy
356,ASPS,Altisource Portfolio Solutions S.A.,1.15,+5.50%,99274.0,2.89,31176000.0,—,−1.60 USD,+50.20%,0.00%,Finance,Buy
357,ASRT,"Assertio Holdings, Inc.",1.11,+2.78%,334959.0,0.73,105823000.0,—,−4.11 USD,−384.58%,0.00%,Health technology,Strong buy
